term,grammar_category,polarity,polarity_target,polarity_classification
novel,Adj,0.0,N0,MAN
noveleiro,Adj,-1.0,N0,MAN
novidadeiro,Adj,-1.0,N0,MAN
nu,Adj,0.0,N0,MAN
nulo,Adj,-1.0,N0,JALC
numero de circo,N,-1.0,N0,MAN
nutrido,Adj,0.0,N0,MAN
obcecacao,N,-1.0,N0,MAN
obcecado,Adj,-1.0,N0,JALC
obcecante,Adj,-1.0,N0,MAN
obedecer,V,0.0,N0:N1,MAN
obediente,Adj,0.0,N0,MAN
obeso,Adj,-1.0,N0,JALC
objectividade,N,1.0,N0,MAN
objectivo,Adj,1.0,N0,MAN
objetividade,N,1.0,N0,MAN
objetivo,Adj,1.0,N0,MAN
obliquo,Adj,-1.0,N0,MAN
obreiro,Adj,0.0,N0,JALC
obrigado,Adj,-1.0,N0,JALC
obscenidade,N,-1.0,N0,MAN
obsceno,Adj,-1.0,N0,MAN
obscurecer,V,-1.0,N0:N1,MAN
obscurecido,Adj,-1.0,N0,JALC
obscuridade,N,-1.0,N0,MAN
obscuro,Adj,-1.0,N0,MAN
obsequiador,Adj,0.0,N0,MAN
obsequioso,Adj,0.0,N0,MAN
observador,Adj,1.0,N0,MAN
observante,Adj,1.0,N0,MAN
obsessao,N,-1.0,N0,MAN
obsessivo,Adj,-1.0,N0,MAN
obsoleto,Adj,-1.0,N0,JALC
obstinado,Adj,-1.0,N0,MAN
obstrucionista,Adj,-1.0,N0,MAN
obstruir,V,-1.0,N0:N1,MAN
obtusidade,N,-1.0,N0,MAN
obtuso,Adj,-1.0,N0,MAN
obvio,Adj,0.0,N0,JALC
ociosidade,N,-1.0,N0,MAN
ocioso,Adj,-1.0,N0,MAN
oco,Adj,-1.0,N0,MAN
ocultado,Adj,0.0,N0,JALC
ocultar a verdade,IDIOM,-1.0,N0,MAN
ocultar,V,-1.0,N0:N1,MAN
ocultista,Adj,0.0,N0,MAN
oculto,Adj,-1.0,N0,JALC
ocupado,Adj,0.0,N0,MAN
odiado,Adj,-1.0,N0,JALC
odiar,V,0.0,N0:N1,MAN
odiavel,Adj,-1.0,N0,MAN
odiento,Adj,-1.0,N0,MAN
odio,N,-1.0,N0,MAN
odioso,Adj,-1.0,N0,MAN
ofegante,Adj,-1.0,N0,MAN
ofender,V,-1.0,N0:N1,MAN
ofendido,Adj,-1.0,N0,JALC
ofensa,N,-1.0,N0,MAN
ofensivo,Adj,-1.0,N0,MAN
oferecido,Adj,-1.0,N0,MAN
ofuscado,Adj,-1.0,N0,JALC
ofuscar,V,1.0,N0:N1,MAN
oleoso,Adj,-1.0,N0,JALC
olhar nos olhos,IDIOM,1.0,N0,MAN
olheirento,Adj,-1.0,N0,MAN
oligofrenia,N,-1.0,N0,MAN
oligofrenico,Adj,-1.0,N0,MAN
omisso,Adj,-1.0,N0,JALC
omitido,Adj,-1.0,N0,JALC
omitir,V,-1.0,N0:N1,MAN
omnipotente,Adj,1.0,N0,MAN
omnipresente,Adj,1.0,N0,MAN
omnisciente,Adj,1.0,N0,MAN
ondulante,Adj,-1.0,N0,JALC
onerado,Adj,-1.0,N0,JALC
onzeneiro,Adj,-1.0,N0,MAN
opaco,Adj,-1.0,N0,JALC
operante,Adj,1.0,N0,JALC
operoso,Adj,1.0,N0,JALC
opinante,Adj,0.0,N0,MAN
opinativo,Adj,0.0,N0,MAN
opiniatico,Adj,-1.0,N0,MAN
opiomania,N,-1.0,N0,MAN
opiomano,Adj,-1.0,N0,MAN
opiparo,Adj,1.0,N0,JALC
oponente,Adj,-1.0,N0,JALC
oportunismo,N,-1.0,N0,MAN
oportunista,Adj,-1.0,N0,MAN
oportuno,Adj,1.0,N0,MAN
oposicionista,Adj,0.0,N0,MAN
opressao,N,-1.0,N0,MAN
opressivo,Adj,-1.0,N0,MAN
opresso,Adj,-1.0,N0,MAN
opressor,Adj,-1.0,N0,MAN
oprimente,Adj,-1.0,N0,MAN
oprimido,Adj,-1.0,N0,MAN
oprimir,V,1.0,N0:N1,MAN
optimismo,N,1.0,N0,MAN
optimista,Adj,1.0,N0,MAN
optimo,Adj,1.0,N0,MAN
opulento,Adj,-1.0,N0,MAN
ordeiro,Adj,1.0,N0,MAN
ordenado,Adj,1.0,N0,JALC
ordinarice,N,-1.0,N0,MAN
ordinario,Adj,-1.0,N0,MAN
orelhudo,Adj,-1.0,N0,MAN
orfao,Adj,-1.0,N0,JALC
organizado,Adj,1.0,N0,MAN
orgulhoso,Adj,-1.0,N0,MAN
orientador,Adj,0.0,N0,JALC
original,Adj,1.0,N0,MAN
originalidade,N,1.0,N0,MAN
ornado,Adj,0.0,N0,JALC
ortodoxo,Adj,0.0,N0,MAN
ossudo,Adj,-1.0,N0,MAN
ostensao,N,-1.0,N0,MAN
ostensivo,Adj,-1.0,N0,MAN
ostentacao,N,-1.0,N0,MAN
ostentativo,Adj,-1.0,N0,MAN
ostentoso,Adj,-1.0,N0,MAN
otimismo,N,1.0,N0,MAN
otimista,Adj,1.0,N0,MAN
otimo,Adj,1.0,N0,JALC
ousado,Adj,0.0,N0,MAN
ouvido,Adj,0.0,N0,JALC
ouvir das boas,IDIOM,-1.0,N0,MAN
ouvir poucas mas boas,IDIOM,-1.0,N0,MAN
pacato,Adj,1.0,N0,MAN
pachorrento,Adj,0.0,N0,MAN
paciente,Adj,1.0,N0,MAN
pacificacao,N,1.0,N0,MAN
pacificador,Adj,1.0,N0,MAN
pacificidade,N,1.0,N0,MAN
pacifico,Adj,1.0,N0,MAN
pacovice,N,-1.0,N0,MAN
pacovio,Adj,-1.0,N0,MAN
padecedor,Adj,-1.0,N0,MAN
padecente,Adj,-1.0,N0,MAN
pagao,Adj,0.0,N0,JALC
pagar caro,IDIOM,-1.0,N0,MAN
pagar favores a,IDIOM,-1.0,N0:N1,MAN
pagar um favor a,IDIOM,-1.0,N0:N1,MAN
pagodeiro,Adj,0.0,N0,MAN
paixao,N,1.0,N0,MAN
palaciano,Adj,0.0,N0,MAN
paladino,Adj,0.0,N0,JALC
palavroso,Adj,-1.0,N0,MAN
paleio,N,-1.0,N0,MAN
palerma,Adj,-1.0,N0,MAN
palermice,N,-1.0,N0,MAN
palhaco,Adj,-1.0,N0,MAN
palidez,N,-1.0,N0,MAN
palido,Adj,-1.0,N0,MAN
palpitante,Adj,0.0,N0,MAN
palrador,Adj,0.0,N0,MAN
palreiro,Adj,0.0,N0,MAN
panal,Adj,-1.0,N0,MAN
panasca,Adj,-1.0,N0,MAN
pancadaria,N,-1.0,N0,MAN
pancudo,Adj,-1.0,N0,MAN
pandego,Adj,0.0,N0,MAN
panegirico,Adj,0.0,N0,JALC
panema,Adj,-1.0,N0,JALC
pantafacudo,Adj,-1.0,N0,MAN
pantano,N,-1.0,N0,MAN
pantemineiro,Adj,-1.0,N0,MAN
papaguear,V,-1.0,N0,MAN
papalvo,Adj,-1.0,N0,MAN
papao,Adj,-1.0,N0,MAN
papista,Adj,-1.0,N0,MAN
paradigmatico,Adj,0.0,N0,MAN
parado,Adj,-1.0,N0,MAN
paradoxal,Adj,-1.0,N0,MAN
paradoxo,Adj,-1.0,N0,MAN
paralisado,Adj,-1.0,N0,JALC
paralisar,V,1.0,N0:N1,MAN
paralitico,Adj,-1.0,N0,JALC
paranoia,N,-1.0,N0,MAN
paranoico,Adj,-1.0,N0,MAN
parasita,Adj,-1.0,N0,MAN
parasito,Adj,-1.0,N0,MAN
parcimonia,N,1.0,N0,MAN
parcimonioso,Adj,1.0,N0,MAN
parco,Adj,1.0,N0,MAN
parido,Adj,-1.0,N0,JALC
parolice,N,-1.0,N0,MAN
parolo,Adj,-1.0,N0,MAN
parracho,Adj,-1.0,N0,MAN
parrudo,Adj,-1.0,N0,JALC
participativo,Adj,1.0,N0,MAN
partidarista,Adj,-1.0,N0,MAN
partido,Adj,-1.0,N0,MAN
partir o coracao a,IDIOM,-1.0,N0:N1,MAN
parvalhao,Adj,-1.0,N0,MAN
parvo,Adj,-1.0,N0,MAN
parvoice,N,-1.0,N0,MAN
parvonio,Adj,-1.0,N0,MAN
pascacio,Adj,-1.0,N0,MAN
pasmado,Adj,-1.0,N0,MAN
paspalhao,Adj,-1.0,N0,JALC
paspalho,Adj,-1.0,N0,MAN
passadista,Adj,-1.0,N0,MAN
passado,Adj,-1.0,N0,JALC
passar a batata quente a,IDIOM,-1.0,N0:N1,MAN
passar a frente a,IDIOM,1.0,N0:N1,MAN
passar a historia,IDIOM,-1.0,N0,MAN
passar a perna a,IDIOM,-1.0,N0:N1,MAN
passar cheques em branco,IDIOM,-1.0,N0,MAN
passar desta para melhor,IDIOM,-1.0,N0,MAN
passar dos limites,IDIOM,-1.0,N0,MAN
passar fome,IDIOM,-1.0,N0,MAN
passar por dificuldades,IDIOM,-1.0,N0,MAN
passavel,Adj,1.0,N0,JALC
passeador,Adj,0.0,N0,MAN
passeante,Adj,0.0,N0,MAN
passeiro,Adj,-1.0,N0,MAN
passivo,Adj,-1.0,N0,MAN
pastel,Adj,1.0,N0,JALC
pastelao,Adj,-1.0,N0,MAN
pastrano,Adj,-1.0,N0,MAN
pataqueiro,Adj,-1.0,N0,MAN
patarata,Adj,-1.0,N0,MAN
patau,Adj,-1.0,N0,MAN
patego,Adj,-1.0,N0,MAN
paternal,Adj,1.0,N0,MAN
paternalista,Adj,0.0,N0,MAN
pateta,Adj,-1.0,N0,MAN
patetice,N,-1.0,N0,MAN
patetico,Adj,-1.0,N0,MAN
patibular,Adj,-1.0,N0,MAN
patifaria,N,-1.0,N0,MAN
patife,Adj,-1.0,N0,MAN
patinar,V,-1.0,N0,MAN
patola,Adj,-1.0,N0,MAN
patriarcal,Adj,1.0,N0,JALC
patriota,Adj,1.0,N0,MAN
patrioteiro,Adj,-1.0,N0,MAN
patriotico,Adj,1.0,N0,MAN
patudo,Adj,-1.0,N0,MAN
patusco,Adj,-1.0,N0,MAN
pau de cabeleira,N,-1.0,N0,MAN
pavonear-se,V,-1.0,N0,MAN
pavor,N,-1.0,N0,MAN
pavoroso,Adj,-1.0,N0,MAN
pecado,N,-1.0,N0,MAN
pecador,Adj,-1.0,N0,MAN
pecar,V,-1.0,N0,MAN
pechoso,Adj,-1.0,N0,MAN
peco,Adj,-1.0,N0,MAN
peculiar,Adj,0.0,N0,MAN
pedante,Adj,-1.0,N0,MAN
pedantice,N,-1.0,N0,MAN
pedantismo,N,-1.0,N0,MAN
pedestre,Adj,0.0,N0,JALC
pedinte,Adj,-1.0,N0,MAN
pedrado,Adj,-1.0,N0,MAN
pegajoso,Adj,-1.0,N0,JALC
peganhento,Adj,-1.0,N0,JALC
peguilhento,Adj,-1.0,N0,MAN
peitado,Adj,-1.0,N0,JALC
peitudo,Adj,0.0,N0,MAN
pelado,Adj,0.0,N0,MAN
pelintra,Adj,-1.0,N0,MAN
peludo,Adj,0.0,N0,MAN
penalizado,Adj,-1.0,N0,JALC
penalizar,V,0.0,N0:N1,MAN
pencudo,Adj,-1.0,N0,MAN
pendurado,Adj,-1.0,N0,JALC
pendurar as botas,IDIOM,-1.0,N0,MAN
peneirento,Adj,-1.0,N0,MAN
penetra,Adj,-1.0,N0,MAN
penetrante,Adj,1.0,N0,JALC
penitenciar-se,V,-1.0,N0,MAN
penitente,Adj,0.0,N0,MAN
penoso,Adj,-1.0,N0,JALC
pensador,Adj,0.0,N0,MAN
pensativo,Adj,0.0,N0,MAN
pequenez,N,-1.0,N0,MAN
perceptivel,Adj,1.0,N0,JALC
perceptivo,Adj,1.0,N0,JALC
percetivel,Adj,1.0,N0,JALC
percetivo,Adj,1.0,N0,JALC
perdedor,Adj,-1.0,N0,MAN
perder a cabeca,IDIOM,-1.0,N0,MAN
perder a compostura,IDIOM,-1.0,N0,MAN
perder a postura,IDIOM,-1.0,N0,MAN
perder a razao,IDIOM,-1.0,N0,MAN
perder as estribeiras,IDIOM,-1.0,N0,MAN
perder o juizo,IDIOM,-1.0,N0,MAN
perder o norte,IDIOM,-1.0,N0,MAN
perder o pio,IDIOM,-1.0,N0,MAN
perder os sentidos,IDIOM,-1.0,N0,MAN
perder terreno,IDIOM,-1.0,N0,MAN
perder,V,-1.0,N0:N1,MAN
perdido,Adj,-1.0,N0,MAN
perdoado,Adj,0.0,N0,JALC
perdoador,Adj,0.0,N0,MAN
perdoavel,Adj,0.0,N0,JALC
perdulario,Adj,-1.0,N0,MAN
perecedor,Adj,-1.0,N0,JALC
perecivel,Adj,-1.0,N0,JALC
peregrino,Adj,1.0,N0,JALC
peremptorio,Adj,1.0,N0,MAN
perentorio,Adj,1.0,N0,MAN
perfeicao,N,1.0,N0,MAN
perfeito,Adj,1.0,N0,MAN
perfidia,N,-1.0,N0,MAN
perfido,Adj,-1.0,N0,MAN
perfumado,Adj,1.0,N0,MAN
perguntador,Adj,0.0,N0,MAN
perigo,N,-1.0,N0,MAN
perigosidade,N,-1.0,N0,MAN
perigoso,Adj,-1.0,N0,MAN
perito,Adj,1.0,N0,JALC
permanente,Adj,0.0,N0,JALC
permissivo,Adj,-1.0,N0,MAN
perneta,Adj,-1.0,N0,MAN
pernicioso,Adj,-1.0,N0,JALC
pernostico,Adj,-1.0,N0,MAN
perplexo,Adj,-1.0,N0,JALC
perro,Adj,-1.0,N0,MAN
perscrutador,Adj,0.0,N0,JALC
perseguir,V,-1.0,N0:N1,MAN
perseveranca,N,1.0,N0,MAN
perseverante,Adj,1.0,N0,MAN
persistente,Adj,1.0,N0,MAN
perspicacia,N,1.0,N0,MAN
perspicaz,Adj,1.0,N0,MAN
perspicuidade,N,1.0,N0,MAN
perspicuo,Adj,1.0,N0,MAN
persuadido,Adj,-1.0,N0,JALC
persuasivo,Adj,1.0,N0,MAN
persuasor,Adj,0.0,N0,MAN
persuasorio,Adj,0.0,N0,MAN
pertinacia,N,-1.0,N0,MAN
pertinaz,Adj,-1.0,N0,MAN
pertinencia,N,1.0,N0,MAN
pertinente,Adj,1.0,N0,MAN
perturbacao,N,-1.0,N0,MAN
perturbacoes de caracter,N,-1.0,N0,MAN
perturbacoes de carater,N,-1.0,N0,MAN
perturbado,Adj,-1.0,N0,MAN
perturbador,Adj,-1.0,N0,MAN
perturbante,Adj,-1.0,N0,MAN
perturbar,V,1.0,N0:N1,MAN
perversidade,N,-1.0,N0,MAN
perverso,Adj,-1.0,N0,MAN
pervertedor,Adj,-1.0,N0,MAN
perverter,V,-1.0,N0:N1,MAN
pervertidade,N,-1.0,N0,MAN
pervertido,Adj,-1.0,N0,MAN
pesadao,Adj,-1.0,N0,JALC
pesaroso,Adj,-1.0,N0,MAN
pesporrencia,N,-1.0,N0,MAN
pesporrente,Adj,-1.0,N0,MAN
pessimismo,N,-1.0,N0,MAN
pessimista,Adj,-1.0,N0,MAN
pessimo,Adj,-1.0,N0,MAN
pestanejante,Adj,0.0,N0,MAN
petreo,Adj,-1.0,N0,JALC
petrificado,Adj,-1.0,N0,JALC
petrificante,Adj,-1.0,N0,MAN
petulancia,N,-1.0,N0,MAN
petulante,Adj,-1.0,N0,MAN
piada,N,-1.0,N0,MAN
picado,Adj,-1.0,N0,JALC
picante,Adj,-1.0,N0,JALC
picareta falante,N,-1.0,N0,MAN
picaro,Adj,-1.0,N0,MAN
picuinhas,Adj,-1.0,N0,MAN
piedoso,Adj,1.0,N0,MAN
piegas,Adj,-1.0,N0,MAN
pieguice,N,-1.0,N0,MAN
pifio,Adj,-1.0,N0,MAN
pigmeu,Adj,-1.0,N0,JALC
pimpao,Adj,-1.0,N0,MAN
pinderico,Adj,-1.0,N0,MAN
pinguco,Adj,-1.0,N0,JALC
pinoca,Adj,-1.0,N0,MAN
pintalegrete,Adj,-1.0,N0,MAN
piolhoso,Adj,-1.0,N0,MAN
pior,Adj,-1.0,N0,MAN
piorar,V,-1.0,N0,MAN
pipi,Adj,-1.0,N0,MAN
piracao,N,-1.0,N0,MAN
pirado,Adj,-1.0,N0,MAN
piranga,Adj,-1.0,N0,MAN
pirangueiro,Adj,-1.0,N0,MAN
pirar,V,-1.0,N0,MAN
pirata,N,-1.0,N0,MAN
piromania,N,-1.0,N0,MAN
piromaniaco,Adj,-1.0,N0,MAN
piromano,Adj,-1.0,N0,MAN
pirosice,N,-1.0,N0,MAN
piroso,Adj,-1.0,N0,MAN
pisado,Adj,-1.0,N0,JALC
pisar na bola,IDIOM,-1.0,N0,MAN
pisar o risco,IDIOM,-1.0,N0,MAN
pisco,Adj,-1.0,N0,MAN
pitonico,Adj,-1.0,N0,MAN
pitoresco,Adj,1.0,N0,JALC
pitosga,Adj,-1.0,N0,MAN
placido,Adj,1.0,N0,JALC
plangencia,N,-1.0,N0,MAN
plangente,Adj,-1.0,N0,MAN
platonico,Adj,0.0,N0,JALC
plausivel,Adj,1.0,N0,JALC
plebeu,Adj,-1.0,N0,JALC
pobre coitado,Adj,-1.0,N0,MAN
pobre de espirito,Adj,-1.0,N0,MAN
pobre e mal agradecido,Adj,-1.0,N0,MAN
pobre,Adj,-1.0,N0,MAN
pobretana,Adj,-1.0,N0,MAN
pobretao,Adj,-1.0,N0,MAN
pobrete,Adj,-1.0,N0,MAN
pobreza de espirito,N,-1.0,N0,MAN
pobreza,N,-1.0,N0,MAN
poderoso,Adj,0.0,N0,MAN
podre,Adj,-1.0,N0,MAN
poetico,Adj,0.0,N0,MAN
poleiro,N,-1.0,N0,MAN
polemica,N,-1.0,N0,MAN
polemico,Adj,-1.0,N0,MAN
polemista,Adj,-1.0,N0,MAN
poliandra,Adj,0.0,N0,MAN
polido,Adj,0.0,N0,MAN
politicante,Adj,-1.0,N0,MAN
politiqueiro,Adj,-1.0,N0,MAN
politiquice,N,-1.0,N0,MAN
polivalente,Adj,1.0,N0,MAN
poltrao,Adj,-1.0,N0,MAN
poluir,V,-1.0,N0,MAN
pomposo,Adj,0.0,N0,JALC
ponderacao,N,1.0,N0,MAN
ponderado,Adj,1.0,N0,MAN
ponderoso,Adj,1.0,N0,MAN
pontapear,V,1.0,N0:N1,MAN
ponto fraco,N,-2.0,N1,MAN
ponto fraco,N,-3.0,N2,MAN
pontual,Adj,1.0,N0,MAN
pontualidade,N,1.0,N0,MAN
pontudo,Adj,-1.0,N0,JALC
popular,Adj,1.0,N0,MAN
popularidade,N,1.0,N0,MAN
populismo,N,-1.0,N0,MAN
populista,Adj,-1.0,N0,MAN
porcalhao,Adj,-1.0,N0,MAN
porcaria,N,-1.0,N0,MAN
porcino,Adj,-1.0,N0,JALC
porco,Adj,-1.0,N0,MAN
porfiado,Adj,-1.0,N0,MAN
pornografia,N,-1.0,N0,MAN
pornografico,Adj,-1.0,N0,MAN
porreiro,Adj,1.0,N0,MAN
portentoso,Adj,1.0,N0,JALC
positividade,N,1.0,N0,MAN
positivo,Adj,1.0,N0,MAN
possante,Adj,1.0,N0,MAN
possessao,N,-1.0,N0,MAN
possessividade,N,-1.0,N0,MAN
possessivo,Adj,-1.0,N0,MAN
possesso,Adj,-1.0,N0,MAN
possibilista,Adj,0.0,N0,MAN
possidonio,Adj,-1.0,N0,MAN
possuido,Adj,-1.0,N0,JALC
postico,Adj,-1.0,N0,JALC
potente,Adj,1.0,N0,MAN
poupado,Adj,1.0,N0,MAN
pragmatico,Adj,1.0,N0,MAN
pragmatismo,N,1.0,N0,MAN
pragmatista,Adj,0.0,N0,MAN
pratico,Adj,1.0,N0,MAN
prazenteiro,Adj,1.0,N0,MAN
precariedade,N,-1.0,N0,MAN
precatado,Adj,1.0,N0,MAN
precavido,Adj,1.0,N0,MAN
precioso,Adj,1.0,N0,MAN
precipitado,Adj,-1.0,N0,MAN
precipitar-se,V,-1.0,N0,MAN
precisado,Adj,-1.0,N0,MAN
precisao,N,1.0,N0,MAN
precisar de comer farinha maizena,IDIOM,-1.0,N0,MAN
preclaro,Adj,1.0,N0,MAN
precoce,Adj,-1.0,N0,JALC
preconceito,N,-1.0,N0,MAN
preconceituoso,Adj,-1.0,N0,MAN
predilecto,Adj,1.0,N0,JALC
predileto,Adj,1.0,N0,JALC
preeminente,Adj,1.0,N0,MAN
preferido,Adj,1.0,N0,JALC
preferir,V,0.0,N0:N1,MAN
pregar aos peixes,IDIOM,-1.0,N0,MAN
preguica,N,-1.0,N0,MAN
preguicoso,Adj,-1.0,N0,MAN
prejudicado,Adj,-1.0,N0,JALC
prejudicar,V,-1.0,N0:N1,MAN
prejudicial,Adj,-1.0,N0,JALC
premeditado,Adj,-1.0,N0,JALC
premiado,Adj,1.0,N0,JALC
premido,Adj,0.0,N0,JALC
prendado,Adj,1.0,N0,MAN
preocupado,Adj,-1.0,N0,JALC
preparado,Adj,1.0,N0,JALC
prepotencia,N,-1.0,N0,MAN
prepotente,Adj,-1.0,N0,MAN
presbiope,Adj,-1.0,N0,MAN
presbiopia,N,-1.0,N0,MAN
presbitismo,N,-1.0,N0,MAN
presciente,Adj,1.0,N0,MAN
presente,Adj,1.0,N0,JALC
preservado,Adj,1.0,N0,JALC
presidiario,Adj,-1.0,N0,JALC
preso,Adj,-1.0,N0,JALC
pressuroso,Adj,0.0,N0,MAN
prestabilidade,N,1.0,N0,MAN
prestante,Adj,1.0,N0,MAN
prestativo,Adj,1.0,N0,MAN
prestavel,Adj,1.0,N0,MAN
prestigiado,Adj,1.0,N0,MAN
prestigiante,Adj,1.0,N0,MAN
prestigio,N,1.0,N0,MAN
prestigioso,Adj,1.0,N0,MAN
prestimoso,Adj,1.0,N0,MAN
presto,Adj,1.0,N0,JALC
presumido,Adj,-1.0,N0,MAN
presumivel,Adj,-1.0,N0,JALC
presuncao,N,-1.0,N0,MAN
presuncoso,Adj,-1.0,N0,MAN
pretensiosismo,N,-1.0,N0,MAN
pretensioso,Adj,-1.0,N0,MAN
pretenso,Adj,-1.0,N0,JALC
prevenido,Adj,1.0,N0,MAN
previdente,Adj,1.0,N0,MAN
prezado,Adj,1.0,N0,JALC
prezavel,Adj,1.0,N0,MAN
primitivo,Adj,-1.0,N0,MAN
primoroso,Adj,1.0,N0,JALC
prisao,N,-1.0,N0,MAN
prisioneiro,Adj,-1.0,N0,JALC
privilegiado,Adj,0.0,N0,MAN
problema,N,-1.0,N0,MAN
problematico,Adj,-1.0,N0,MAN
probo,Adj,1.0,N0,MAN
processado,Adj,-1.0,N0,JALC
prodigioso,Adj,1.0,N0,MAN
produtividade,N,1.0,N0,MAN
produtivo,Adj,1.0,N0,MAN
proeminente,Adj,1.0,N0,MAN
profanador,Adj,-1.0,N0,MAN
profano,Adj,-1.0,N0,MAN
professo,Adj,0.0,N0,MAN
proficiente,Adj,1.0,N0,JALC
proficuo,Adj,1.0,N0,JALC
profissional,Adj,1.0,N0,MAN
profissionalismo,N,1.0,N0,MAN
profundo,Adj,0.0,N0,JALC
profuso,Adj,-1.0,N0,MAN
progressista,Adj,1.0,N0,MAN
proibitivo,Adj,-1.0,N0,JALC
prolifero,Adj,1.0,N0,JALC
prolifico,Adj,1.0,N0,MAN
prolixo,Adj,-1.0,N0,MAN
prometedor,Adj,1.0,N0,JALC
prometer mundos e fundos,IDIOM,-1.0,N0,MAN
promiscuidade,N,-1.0,N0,MAN
promiscuo,Adj,-1.0,N0,MAN
promissor,Adj,1.0,N0,JALC
promitente,Adj,1.0,N0,JALC
pronostico,Adj,-1.0,N0,MAN
propenso,Adj,0.0,N0,JALC
propicio,Adj,1.0,N0,JALC
proporcional,Adj,1.0,N0,JALC
prosaico,Adj,-1.0,N0,MAN
proscrito,Adj,-1.0,N0,JALC
prosista,Adj,-1.0,N0,JALC
prosperar,V,1.0,N0,MAN
prosperidade,N,1.0,N0,MAN
prospero,Adj,1.0,N0,MAN
prostituido,Adj,-1.0,N0,JALC
prostituir-se,V,-1.0,N0,MAN
prostituto,Adj,-1.0,N0,JALC
prostrado,Adj,-1.0,N0,JALC
protector,Adj,1.0,N0,MAN
protervo,Adj,-1.0,N0,MAN
protestacao,N,-1.0,N0,MAN
protestante,Adj,0.0,N0,MAN
protestativo,Adj,0.0,N0,MAN
protesto,N,-1.0,N0,MAN
protetor,Adj,1.0,N0,JALC
provecto,Adj,0.0,N0,JALC
proveitoso,Adj,1.0,N0,JALC
providencia,N,1.0,N0,MAN
providencial,Adj,1.0,N0,MAN
providente,Adj,1.0,N0,MAN
provincianismo,N,-1.0,N0,MAN
provinciano,Adj,-1.0,N0,MAN
provocacao,N,-1.0,N0,MAN
provocador,Adj,-1.0,N0,MAN
provocante,Adj,-1.0,N0,MAN
provocar,V,1.0,N0:N1,MAN
provocativo,Adj,-1.0,N0,MAN
provocatorio,Adj,-1.0,N0,MAN
provocavel,Adj,-1.0,N0,MAN
prudencia,N,1.0,N0,MAN
prudente,Adj,1.0,N0,MAN
pseudo-intelectual,Adj,-1.0,N0,MAN
psicopata,Adj,-1.0,N0,MAN
psicopatia,N,-1.0,N0,MAN
psicose,N,-1.0,N0,MAN
psicotico,Adj,-1.0,N0,MAN
pudendo,Adj,0.0,N0,MAN
pudibundo,Adj,0.0,N0,MAN
pudico,Adj,0.0,N0,MAN
pueril,Adj,-1.0,N0,MAN
pugnaz,Adj,0.0,N0,MAN
pujante,Adj,1.0,N0,MAN
pulcro,Adj,1.0,N0,MAN
pulha,Adj,-1.0,N0,MAN
pulhice,N,-1.0,N0,MAN
pulverizado,Adj,-1.0,N0,JALC
pundonoroso,Adj,1.0,N0,MAN
pungente,Adj,0.0,N0,MAN
punido,Adj,-1.0,N0,MAN
punir,V,1.0,N0:N1,MAN
pureza,N,1.0,N0,MAN
purificado,Adj,1.0,N0,JALC
purista,Adj,0.0,N0,MAN
puritano,Adj,-1.0,N0,MAN
puro,Adj,1.0,N0,MAN
purrio,Adj,-1.0,N0,MAN
pusilanime,Adj,-1.0,N0,MAN
puto,Adj,-1.0,N0,MAN
putrefato,Adj,-1.0,N0,JALC
putrido,Adj,-1.0,N0,JALC
puxadinho,Adj,-1.0,N0,MAN
quadrado,Adj,-1.0,N0,MAN
quadrupede,Adj,-1.0,N0,MAN
qualificado,Adj,1.0,N0,MAN
quebrado,Adj,-1.0,N0,JALC
quebrantado,Adj,-1.0,N0,MAN
quebrantar,V,-1.0,N0,MAN
quebrar a promessa eleitoral,IDIOM,-1.0,N0,MAN
quebrar a promessa,IDIOM,-1.0,N0,MAN
quebrar as regras do jogo,IDIOM,-1.0,N0,MAN
quebrar as regras,IDIOM,-1.0,N0,MAN
quebrar,V,-1.0,N0,MAN
queimado,Adj,-1.0,N0,JALC
queimar tempo,IDIOM,-1.0,N0,MAN
queimar-se,V,-1.0,N0,MAN
queimar,V,1.0,N0:N1,MAN
queixinhas,Adj,-1.0,N0,MAN
queixoso,Adj,-1.0,N0,MAN
queixudo,Adj,-1.0,N0,MAN
quente,Adj,0.0,N0,MAN
queque,Adj,-1.0,N0,MAN
querer poleiro,IDIOM,-1.0,N0,MAN
querer tacho,IDIOM,-1.0,N0,MAN
querido,Adj,1.0,N0,MAN
querubinico,Adj,1.0,N0,MAN
questionavel,Adj,-1.0,N0,JALC
quezilento,Adj,-1.0,N0,MAN
quezilia,N,-1.0,N0,MAN
quieto,Adj,0.0,N0,MAN
quisto,Adj,1.0,N0,JALC
quixotesco,Adj,-1.0,N0,MAN
rabelaisiano,Adj,-1.0,N0,MAN
rabeta,Adj,-1.0,N0,MAN
rabicho,Adj,-1.0,N0,JALC
rabigo,Adj,0.0,N0,MAN
rabino,Adj,-1.0,N0,MAN
rabudo,Adj,-1.0,N0,JALC
rabugento,Adj,-1.0,N0,MAN
rabugice,N,-1.0,N0,MAN
rabulista,Adj,-1.0,N0,MAN
racional,Adj,1.0,N0,MAN
racionalista,Adj,0.0,N0,MAN
racista,Adj,-1.0,N0,MAN
radiante,Adj,1.0,N0,MAN
radical,Adj,0.0,N0,MAN
radicalista,Adj,-1.0,N0,MAN
radioso,Adj,1.0,N0,MAN
raiva,N,-1.0,N0,MAN
